"","Place","Fish","Rep","Fish.wt","Fish.lt","Oto.wd","Oto.lt","Oto.wt","Ca","Sr","Ba","Mn","Zn","K","Pb","Cu"
"288","SNI",6,3,11.2,10,3.2,5.3,0.02,-1.11867734216464,2.43547455218047,-1.63743226269794,1.40612875147604,-0.57329844539567,-0.142100569939733,2.34319437187702,0.56237883003511
"289","SNI",7,1,6.9,8.7,3.1,5,0.0182,0.714107138323473,-1.03479820599858,-0.351771162215369,-0.589953072385848,-0.57329844539567,0.706730268195845,1.14360680948264,-0.156571378816593
"290","SNI",7,2,6.9,8.7,3.1,5,0.0182,0.888658041227074,-1.03479820599858,-0.51247879977569,0.408087839545098,0.578417181515274,-0.142100569939733,-0.0559807529117377,0.56237883003511
"291","SNI",7,3,6.9,8.7,3.1,5,0.0182,1.2377598470344,-0.777740964651979,-2.1195551753789,2.40416966340699,0.578417181515274,-1.27387502078717,3.5427819342714,2.00027924773852
"292","SNI",8,1,11.2,11.3,3.1,6.1,0.0275,0.626831686871735,-0.392155102632085,-0.833894074896331,-0.589953072385848,0.578417181515274,0.706730268195845,-0.0559807529117377,-0.875521587668297
"293","SNI",8,2,11.2,11.3,3.1,6.1,0.0275,0.626831686871735,-0.00656924061219031,-0.994601712456652,-0.589953072385848,0.578417181515274,-0.142100569939733,-0.0559807529117377,-0.156571378816593
"294","SNI",8,3,11.2,11.3,3.1,6.1,0.0275,0.27772988106441,0.764602483427598,-1.47672462513761,0.408087839545098,-0.57329844539567,-0.707987795363453,1.14360680948264,1.28132903888681
"295","SNI",9,1,15.3,11,3.5,5.8,0.0262,0.27772988106441,0.379016621407704,-0.833894074896331,0.408087839545098,0.578417181515274,-0.990931408075312,1.14360680948264,0.56237883003511
"296","SNI",9,2,15.3,11,3.5,5.8,0.0262,-0.944126439261042,1.66430282814068,0.130351750465594,0.408087839545098,-0.57329844539567,-0.425044182651593,-0.0559807529117377,-0.875521587668297
"297","SNI",9,3,15.3,11,3.5,5.8,0.0262,-1.55505459942371,3.20664627622026,-0.51247879977569,-0.589953072385848,-0.57329844539567,-0.990931408075312,-0.0559807529117377,-0.156571378816593
"298","SNI",10,1,12.3,10,3.4,5.8,0.027,2.11051436155253,-2.83419889542475,-0.191063524655048,0.408087839545098,0.578417181515274,-0.142100569939733,-0.0559807529117377,-0.156571378816593
"299","SNI",10,2,12.3,10,3.4,5.8,0.027,2.19778981300439,-2.44861303340485,-0.833894074896331,0.408087839545098,0.578417181515274,-0.707987795363453,-0.0559807529117377,0.56237883003511
"300","SNI",10,3,12.3,10,3.4,5.8,0.027,1.49958620138986,-2.70567027475145,0.291059388025914,-0.589953072385848,0.578417181515274,0.989673880907704,-0.0559807529117377,-1.59447179652
"301","SNI",11,1,13.6,10.4,3.5,5.7,0.0231,-0.158647376194654,0.893131104100896,-0.191063524655048,0.408087839545098,-0.57329844539567,-0.990931408075312,-0.0559807529117377,-0.875521587668297
"302","SNI",11,2,13.6,10.4,3.5,5.7,0.0231,-0.944126439261042,2.43547455218047,-0.51247879977569,-0.589953072385848,-0.57329844539567,-0.990931408075312,-0.0559807529117377,-0.156571378816593
"303","SNI",11,3,13.6,10.4,3.5,5.7,0.0231,-1.81688095377917,2.30694593150718,-0.833894074896331,0.408087839545098,4.03356406224811,-0.425044182651593,2.34319437187702,2.71922945659022
