Month,Line,Bath,Day,N,Sp,Wt,Wd,Lg,Sex,Berried
Apr,1,2,3,2,TC,20,4.4,2.7,M,N
Apr,2,1,2,16,TC,20,4.6,2.8,M,N
Apr,1,2,3,1,TC,20,4.6,2.9,M,N
Apr,2,1,2,10,TC,20,4.8,3.4,M,N
Apr,3,1,2,6,TC,20,4.8,3.4,M,N
Apr,4,2,2,20,TC,20,5.1,3.5,M,N
Apr,3,2,2,10,TC,20,5.3,3.6,M,N
Apr,4,1,3,5,TC,25,4.2,3.2,M,N
Apr,2,1,3,20,TC,30,5,3.2,M,N
Apr,5,2,3,12,TC,5,3,2,M,N
Apr,5,2,3,11,TC,10,2.8,2,F,Y
Apr,3,2,2,19,TC,10,2.9,2,F,Y
Apr,1,2,3,1,TC,10,3.8,2.4,F,Y
Apr,1,2,2,19,TC,10,3.8,2.5,F,Y
Apr,4,1,2,19,TC,10,4.1,2.7,F,Y
Apr,2,1,3,20,TC,20,4.7,2.5,F,Y
Aug,3,2,1,2,BSC,20,6.8,4.4,F,N
Aug,1,1,1,17,BSC,30,7,3.5,F,N
Aug,1,1,3,17,BSC,40,7.7,3.7,F,N
Aug,5,2,3,6,BSC,45,4.8,3.3,F,N
Aug,3,2,3,15,BSC,60,7.9,4.3,F,N
Aug,4,2,2,4,BSC,5,3.9,2.1,M,N
Aug,3,1,1,12,BSC,5,4.7,2.3,M,N
Aug,3,1,1,15,BSC,5,5.5,2.6,M,N
Aug,4,1,1,8,BSC,5,5.4,2.7,M,N
Aug,3,1,2,16,BSC,10,5.2,2.4,M,N
Aug,3,2,3,2,BSC,10,5.5,2.6,M,N
Aug,1,1,1,3,BSC,10,5.8,2.8,M,N
Aug,5,1,2,16,BSC,15,5.6,2.7,M,N
Aug,3,1,1,5,BSC,15,6.4,2.8,M,N
Aug,4,1,1,4,BSC,15,6.7,3,M,N
Aug,3,2,1,15,BSC,15,4.7,3.2,M,N
Aug,1,1,1,2,BSC,15,7,3.2,M,N
Aug,1,1,1,16,BSC,20,5.8,2.6,M,N
Aug,1,1,1,11,BSC,20,6,2.8,M,N
Aug,3,1,2,2,BSC,20,6.4,3,M,N
Aug,1,1,1,16,BSC,30,6.5,3.1,M,N
Aug,1,2,1,3,BSC,30,7.5,3.5,M,N
Aug,1,1,1,20,BSC,30,5,3.7,M,N
Aug,2,2,2,16,BSC,30,6,4.4,M,N
Aug,1,1,3,7,BSC,35,7.8,3.4,M,N
Aug,1,1,3,7,BSC,35,8.3,3.8,M,N
Aug,1,1,1,11,BSC,40,7,3.1,M,N
Aug,2,1,3,13,BSC,40,7.2,3.8,M,N
Aug,5,1,3,20,BSC,40,8.2,3.8,M,N
Aug,3,1,3,16,BSC,40,8.6,3.8,M,N
Aug,1,1,3,7,BSC,50,6.7,4.3,M,N
Aug,4,1,3,6,BSC,50,9,4.4,M,N
Aug,1,2,1,4,BSC,55,6.4,4.7,M,N
Aug,5,2,1,10,BSC,70,9.6,4.4,M,N
Aug,4,1,3,9,CC,5,3.4,2.5,F,N
Aug,4,1,1,7,CC,10,4.6,3.1,F,N
Aug,1,2,3,17,CC,15,5.5,3.7,F,N
Aug,5,1,3,10,CC,20,4.8,3,F,N
Aug,4,1,2,14,CC,20,4.8,3.2,F,N
Aug,1,1,2,14,CC,20,4.6,3.5,F,N
Aug,3,1,3,15,CC,25,4.4,3.1,F,N
Aug,3,1,1,7,CC,25,3.8,3.2,F,N
Aug,3,1,3,15,CC,25,4.8,3.4,F,N
Aug,2,1,3,20,CC,25,5.1,3.8,F,N
Aug,1,1,3,16,CC,30,5.6,4,F,N
Aug,3,1,1,17,CC,35,5.3,3.6,F,N
Aug,3,1,1,12,CC,35,5.2,3.9,F,N
Aug,1,2,2,16,CC,35,5.5,4,F,N
Aug,5,1,3,10,CC,35,5.8,4.2,F,N
Aug,4,1,2,17,CC,40,5.5,4,F,N
Aug,1,2,1,5,CC,40,5.8,4.2,F,N
Aug,1,1,2,14,CC,40,5.8,4.2,F,N
Aug,2,2,1,14,CC,40,5.8,4.3,F,N
Aug,5,1,1,7,CC,40,6.3,4.3,F,N
Aug,1,1,2,15,CC,45,5.8,4,F,N
Aug,4,1,1,8,CC,45,6,4,F,N
Aug,2,2,1,19,CC,45,5.8,4.2,F,N
Aug,2,2,1,12,CC,45,6,4.5,F,N
Aug,1,2,2,18,CC,50,5.6,4.1,F,N
Aug,3,2,3,18,CC,50,6.8,4.5,F,N
Aug,1,2,3,20,CC,50,6.4,4.6,F,N
Aug,1,1,1,20,CC,50,6.4,4.6,F,N
Aug,5,1,3,6,CC,50,6.4,4.6,F,N
Aug,1,1,1,20,CC,50,6.5,4.7,F,N
Aug,3,1,3,19,CC,50,6.8,4.8,F,N
Aug,4,2,3,15,CC,50,7.8,5.1,F,N
Aug,2,1,3,15,CC,55,6.2,4.4,F,N
Aug,4,1,2,12,CC,60,6.8,4.5,F,N
Aug,1,1,1,20,CC,60,7.4,4.9,F,N
Aug,1,1,1,6,CC,65,7.5,5.2,F,N
Aug,2,2,2,19,CC,70,6.5,4.5,F,N
Aug,5,1,1,12,CC,70,7.1,4.7,F,N
Aug,1,2,1,8,CC,70,7.4,4.7,F,N
Aug,5,1,1,4,CC,70,6.9,4.8,F,N
Aug,1,1,3,18,CC,75,7.5,5,F,N
Aug,2,1,3,20,CC,80,7,5.1,F,N
Aug,1,1,2,19,CC,90,7.4,4.9,F,N
Aug,1,2,1,4,CC,100,8.3,5.2,F,N
Aug,1,1,3,6,CC,130,9,5.8,F,N
Aug,1,1,3,13,CC,240,11.2,7.1,F,N
Aug,4,1,2,20,CC,5,3.4,2.4,M,N
Aug,1,1,2,12,CC,10,3.6,2.7,M,N
Aug,3,1,2,16,CC,10,3.6,2.9,M,N
Aug,3,1,2,5,CC,10,4.2,3,M,N
Aug,2,2,1,8,CC,10,4.4,3.2,M,N
Aug,1,2,3,19,CC,10,4.2,3.4,M,N
Aug,3,1,1,3,CC,15,4.1,2.8,M,N
Aug,3,2,3,3,CC,15,4.4,3.1,M,N
Aug,1,2,1,20,CC,15,4.8,3.2,M,N
Aug,3,1,3,2,CC,15,4.8,3.2,M,N
Aug,1,2,1,5,CC,15,4.4,3.4,M,N
Aug,1,2,1,5,CC,15,4.7,3.4,M,N
Aug,3,1,1,2,CC,20,4.1,2.9,M,N
Aug,1,1,1,16,CC,20,4.4,3,M,N
Aug,1,1,1,2,CC,20,6.7,3.2,M,N
Aug,1,1,1,14,CC,20,4.8,3.4,M,N
Aug,4,1,3,4,CC,20,4.8,3.4,M,N
Aug,2,2,1,18,CC,20,5.2,3.4,M,N
Aug,1,1,3,19,CC,20,5,3.5,M,N
Aug,1,2,2,16,CC,20,4.9,3.8,M,N
Aug,1,2,1,19,CC,20,5.1,3.8,M,N
Aug,1,1,3,4,CC,25,4.6,3.2,M,N
Aug,3,1,1,3,CC,25,4.8,3.5,M,N
Aug,1,1,2,2,CC,25,5.3,3.5,M,N
Aug,1,1,2,18,CC,30,5,3.8,M,N
Aug,4,1,3,7,CC,30,5.3,3.8,M,N
Aug,4,1,1,17,CC,30,5.4,3.9,M,N
Aug,1,1,3,20,CC,35,5.2,3.7,M,N
Aug,5,1,1,5,CC,35,5.6,3.7,M,N
Aug,1,1,3,20,CC,40,5.9,4.4,M,N
Aug,4,1,1,15,CC,40,9.1,5.9,M,N
Aug,1,2,1,5,CC,45,5.8,4,M,N
Aug,4,1,1,4,CC,45,5.8,4.1,M,N
Aug,1,1,2,1,CC,45,6.4,4.3,M,N
Aug,2,1,3,15,CC,50,6.4,4.1,M,N
Aug,1,1,3,1,CC,50,5.5,4.2,M,N
Aug,1,2,3,19,CC,50,6.6,4.3,M,N
Aug,2,2,1,7,CC,50,5.7,4.4,M,N
Aug,1,2,1,8,CC,50,7,4.6,M,N
Aug,2,1,3,7,CC,50,7.2,4.8,M,N
Aug,1,2,1,6,CC,55,6.2,4.4,M,N
Aug,4,1,1,2,CC,55,6.9,4.4,M,N
Aug,1,2,1,7,CC,55,6.7,4.5,M,N
Aug,1,1,2,16,CC,60,6.4,4.4,M,N
Aug,3,1,2,9,CC,60,7.4,4.7,M,N
Aug,1,1,3,6,CC,60,6.9,4.8,M,N
Aug,3,1,2,11,CC,60,6.8,5.4,M,N
Aug,4,1,3,4,CC,65,6.5,4.8,M,N
Aug,3,1,2,7,CC,70,6.7,5,M,N
Aug,3,1,1,6,CC,75,6.9,4.9,M,N
Aug,1,2,2,2,ES,60,5.7,4.2,M,N
Aug,1,2,1,2,ES,30,4.8,3.2,F,N
Aug,2,2,3,15,ES,35,4.6,3.4,F,N
Aug,4,1,3,16,ES,35,4.8,3.4,F,N
Aug,1,2,1,2,ES,35,5,3.6,F,N
Aug,4,2,2,7,ES,35,4.6,3.8,F,N
Aug,3,1,2,9,ES,35,5.2,4.1,F,N
Aug,1,2,1,2,ES,40,5.5,3.5,F,N
Aug,2,2,3,3,ES,40,3.9,3.7,F,N
Aug,2,2,2,17,ES,40,4.6,3.7,F,N
Aug,2,2,2,12,ES,40,4.6,3.8,F,N
Aug,5,2,1,18,ES,40,5.1,3.8,F,N
Aug,5,2,2,18,ES,40,5.1,3.8,F,N
Aug,2,2,3,10,ES,40,5.2,3.8,F,N
Aug,3,2,1,2,ES,40,5.2,3.8,F,N
Aug,3,2,1,17,ES,40,5.2,3.8,F,N
Aug,1,1,1,12,ES,40,5.4,3.8,F,N
Aug,3,1,3,1,ES,40,5.4,3.8,F,N
Aug,3,2,1,10,ES,40,5.4,3.8,F,N
Aug,3,2,3,2,ES,40,5.4,3.8,F,N
Aug,5,1,2,8,ES,40,5.4,3.8,F,N
Aug,2,2,1,12,ES,40,5.5,3.8,F,N
Aug,5,2,3,5,ES,40,5.5,3.8,F,N
Aug,5,2,1,14,ES,40,5.6,3.8,F,N
Aug,3,2,1,3,ES,40,5.8,3.8,F,N
Aug,5,1,2,1,ES,40,5.6,3.9,F,N
Aug,4,2,2,7,ES,45,5.23,3.8,F,N
Aug,1,2,3,3,ES,45,5.3,3.8,F,N
Aug,4,1,2,4,ES,45,5.4,3.8,F,N
Aug,4,2,2,17,ES,45,4.5,3.9,F,N
Aug,5,2,2,6,ES,45,5.2,4.2,F,N
Aug,3,1,1,7,ES,50,4.9,3.4,F,N
Aug,1,2,2,6,ES,50,4.5,3.5,F,N
Aug,1,2,1,20,ES,50,5,3.5,F,N
Aug,2,2,2,2,ES,50,5.3,3.5,F,N
Aug,4,1,3,4,ES,50,5.4,3.6,F,N
Aug,4,2,3,11,ES,50,5,3.7,F,N
Aug,5,2,3,18,ES,50,5.1,3.7,F,N
Aug,2,1,3,20,ES,50,5.4,3.8,F,N
Aug,4,1,3,13,ES,50,5.4,3.8,F,N
Aug,5,2,2,19,ES,50,5.4,3.8,F,N
Aug,4,2,2,17,ES,50,5.5,3.8,F,N
Aug,1,2,1,17,ES,50,5.7,3.8,F,N
Aug,2,2,2,14,ES,50,6,3.8,F,N
Aug,2,2,1,8,ES,50,6.2,3.8,F,N
Aug,5,2,3,12,ES,50,4.8,3.9,F,N
Aug,3,2,1,20,ES,50,5.1,3.9,F,N
Aug,5,1,3,18,ES,50,5.5,3.9,F,N
Aug,4,2,2,20,ES,50,5.7,3.9,F,N
Aug,1,2,1,5,ES,50,5.8,3.9,F,N
Aug,1,1,1,2,ES,50,5.3,4,F,N
Aug,1,2,1,19,ES,50,5.4,4,F,N
Aug,2,2,2,9,ES,50,5.7,4.1,F,N
Aug,1,2,1,20,ES,50,6.2,4.1,F,N
Aug,2,2,1,10,ES,50,6.2,4.1,F,N
Aug,1,2,1,11,ES,50,5.4,4.2,F,N
Aug,4,2,2,18,ES,50,5.6,4.2,F,N
Aug,5,2,1,10,ES,50,5.7,4.3,F,N
Aug,5,1,2,8,ES,50,6.7,4.5,F,N
Aug,3,2,2,18,ES,50,7.6,5.9,F,N
Aug,2,2,2,13,ES,55,3.8,3.2,F,N
Aug,1,1,1,12,ES,55,6,4,F,N
Aug,4,2,3,5,ES,55,6.3,4.4,F,N
Aug,5,2,2,11,ES,60,5.8,3.9,F,N
Aug,2,2,1,12,ES,60,6,4.2,F,N
Aug,3,2,1,4,ES,60,5.8,4.4,F,N
Aug,1,1,3,19,ES,60,7.5,5,F,N
Aug,3,2,1,2,ES,80,6.7,4.4,F,N
Aug,4,1,3,16,ES,80,6.8,4.9,F,N
Aug,1,2,1,2,ES,100,6.7,4.8,F,N
Aug,1,2,1,5,ES,35,5.2,3.4,M,N
Aug,3,2,1,17,ES,35,5.5,3.8,M,N
Aug,5,2,1,16,ES,35,5.4,3.9,M,N
Aug,3,1,2,10,ES,35,6.2,4.1,M,N
Aug,2,2,2,2,ES,40,5.3,3.2,M,N
Aug,4,1,1,10,ES,40,4.4,3.4,M,N
Aug,1,1,3,19,ES,40,5.1,3.4,M,N
Aug,4,1,2,2,ES,40,4.8,3.5,M,N
Aug,5,2,2,15,ES,40,5,3.5,M,N
Aug,1,2,1,2,ES,40,4.8,3.6,M,N
Aug,2,2,2,2,ES,40,4.8,3.6,M,N
Aug,5,2,2,3,ES,40,4.8,3.6,M,N
Aug,2,1,3,9,ES,40,5.1,3.6,M,N
Aug,5,2,2,6,ES,40,5.3,3.6,M,N
Aug,5,2,2,15,ES,40,5.3,3.6,M,N
Aug,1,1,3,12,ES,40,5.5,3.6,M,N
Aug,5,2,2,12,ES,40,4.9,3.8,M,N
Aug,1,2,1,1,ES,40,5.4,3.8,M,N
Aug,2,2,1,20,ES,40,5.5,3.8,M,N
Aug,1,2,1,8,ES,40,5.2,4.2,M,N
Aug,4,2,3,15,ES,45,5,3.2,M,N
Aug,3,1,1,15,ES,45,5,3.4,M,N
Aug,5,2,3,10,ES,45,8.6,3.4,M,N
Aug,1,2,1,11,ES,45,5.2,3.5,M,N
Aug,1,2,2,8,ES,45,5.2,3.5,M,N
Aug,3,1,1,1,ES,45,5.4,3.6,M,N
Aug,3,1,1,17,ES,45,5.5,3.7,M,N
Aug,1,2,3,3,ES,45,4.8,3.8,M,N
Aug,2,2,2,17,ES,45,5,3.8,M,N
Aug,1,1,1,20,ES,45,5,3.9,M,N
Aug,1,1,2,20,ES,45,5.4,4,M,N
Aug,1,1,1,12,ES,50,5.4,2.7,M,N
Aug,3,2,2,3,ES,50,5.1,3.5,M,N
Aug,1,1,1,20,ES,50,5.2,3.5,M,N
Aug,3,1,2,3,ES,50,5.2,3.5,M,N
Aug,1,2,2,12,ES,50,5.8,3.5,M,N
Aug,5,2,1,4,ES,50,5.8,3.5,M,N
Aug,5,2,2,10,ES,50,4.8,3.6,M,N
Aug,2,2,2,11,ES,50,5.6,3.6,M,N
Aug,4,2,2,17,ES,50,4.8,3.7,M,N
Aug,4,2,2,19,ES,50,5.1,3.7,M,N
Aug,1,2,1,20,ES,50,5.2,3.7,M,N
Aug,1,2,2,7,ES,50,5.3,3.7,M,N
Aug,1,1,2,5,ES,50,5.4,3.7,M,N
Aug,5,2,3,18,ES,50,5.6,3.7,M,N
Aug,1,2,2,9,ES,50,5.8,3.7,M,N
Aug,2,2,1,15,ES,50,5.8,3.7,M,N
Aug,1,2,1,11,ES,50,5.2,3.8,M,N
Aug,4,2,2,8,ES,50,5.2,3.8,M,N
Aug,1,2,2,6,ES,50,5.3,3.8,M,N
Aug,3,2,1,11,ES,50,5.3,3.8,M,N
Aug,4,2,3,6,ES,50,5.3,3.8,M,N
Aug,2,2,2,16,ES,50,5.4,3.8,M,N
Aug,4,1,3,11,ES,50,5.6,3.8,M,N
Aug,5,2,2,7,ES,50,5.6,3.8,M,N
Aug,4,2,3,19,ES,50,5.7,3.8,M,N
Aug,5,2,1,3,ES,50,6.2,3.8,M,N
Aug,2,2,3,9,ES,50,5.2,3.9,M,N
Aug,2,2,1,3,ES,50,5.4,3.9,M,N
Aug,1,2,1,1,ES,50,5.5,3.9,M,N
Aug,1,2,1,12,ES,50,5.6,3.9,M,N
Aug,3,1,1,20,ES,50,5.6,3.9,M,N
Aug,5,2,2,11,ES,50,5.6,3.9,M,N
Aug,1,2,2,8,ES,50,5.8,3.9,M,N
Aug,1,1,1,12,ES,50,5.8,3.9,M,N
Aug,2,2,2,5,ES,50,5.8,3.9,M,N
Aug,5,1,3,3,ES,50,5.8,3.9,M,N
Aug,2,2,1,7,ES,50,6,3.9,M,N
Aug,4,1,3,10,ES,50,5,4,M,N
Aug,1,2,3,1,ES,50,5.5,4,M,N
Aug,3,2,1,3,ES,50,5.6,4.1,M,N
Aug,5,2,2,6,ES,50,5.7,4.1,M,N
Aug,5,2,1,4,ES,50,5.9,4.1,M,N
Aug,4,2,3,17,ES,50,5.6,4.2,M,N
Aug,5,2,1,1,ES,50,6.1,4.2,M,N
Aug,1,2,2,1,ES,50,6.3,4.2,M,N
Aug,3,2,2,15,ES,50,5.5,4.3,M,N
Aug,4,2,2,11,ES,50,5.7,4.3,M,N
Aug,1,1,1,19,ES,50,6.4,4.4,M,N
Aug,2,1,3,12,ES,50,6.4,4.4,M,N
Aug,2,2,2,9,ES,50,7.5,5,M,N
Aug,4,2,2,10,ES,50,8.5,5.5,M,N
Aug,3,2,3,5,ES,55,5.6,3.9,M,N
Aug,2,2,1,19,ES,55,6.1,4.1,M,N
Aug,2,2,2,15,ES,55,5.3,4.2,M,N
Aug,1,2,3,3,ES,55,6.1,4.3,M,N
Aug,3,1,3,16,ES,55,6.5,4.6,M,N
Aug,3,1,1,8,ES,60,5,3,M,N
Aug,5,2,2,9,ES,60,5.6,3.8,M,N
Aug,4,1,3,5,ES,60,6.8,3.8,M,N
Aug,1,1,1,13,ES,60,6,3.9,M,N
Aug,5,2,2,19,ES,60,5.6,4,M,N
Aug,1,2,1,20,ES,60,5.8,4,M,N
Aug,1,2,2,19,ES,60,6.2,4.1,M,N
Aug,1,1,3,12,ES,60,6.6,4.1,M,N
Aug,5,2,1,14,ES,60,5.8,4.2,M,N
Aug,1,2,3,2,ES,60,5.9,4.2,M,N
Aug,5,2,2,12,ES,60,5.9,4.2,M,N
Aug,5,2,1,2,ES,60,6,4.2,M,N
Aug,1,1,3,17,ES,60,6.1,4.2,M,N
Aug,5,2,1,3,ES,60,5.4,4.3,M,N
Aug,4,2,2,20,ES,60,5.5,4.3,M,N
Aug,4,2,2,1,ES,60,6.4,4.3,M,N
Aug,2,1,3,11,ES,60,6.3,4.4,M,N
Aug,2,2,3,5,ES,65,5.6,4.2,M,N
Aug,3,1,1,1,ES,70,6,3.8,M,N
Aug,2,1,3,11,ES,70,6.2,4.1,M,N
Aug,5,1,2,16,ES,70,6.2,4.2,M,N
Aug,4,1,1,15,ES,70,6.4,4.3,M,N
Aug,1,2,1,1,ES,70,5.8,4.4,M,N
Aug,1,1,3,20,ES,70,6.3,4.4,M,N
Aug,3,2,1,20,ES,70,6.3,4.4,M,N
Aug,1,2,3,13,ES,70,6.4,4.4,M,N
Aug,4,2,2,15,ES,70,6.4,4.4,M,N
Aug,3,2,1,4,ES,70,6.5,4.4,M,N
Aug,1,1,1,12,ES,70,6.4,4.5,M,N
Aug,3,2,3,6,ES,70,6.4,4.5,M,N
Aug,3,2,1,2,ES,70,6.8,4.5,M,N
Aug,3,2,3,3,ES,70,7,4.5,M,N
Aug,5,2,1,2,ES,70,6.4,4.6,M,N
Aug,1,2,2,5,ES,70,6.6,4.6,M,N
Aug,5,2,2,13,ES,70,7,4.8,M,N
Aug,1,1,3,19,ES,70,5.5,5,M,N
Aug,1,2,2,12,ES,75,6.4,4.6,M,N
Aug,5,2,3,13,ES,75,10,5.3,M,N
Aug,2,1,3,11,ES,80,6.7,4.1,M,N
Aug,5,2,2,1,ES,80,5.8,4.3,M,N
Aug,5,2,1,2,ES,80,6.7,4.7,M,N
Aug,1,2,2,11,ES,80,6.7,4.8,M,N
Aug,2,2,3,9,ES,35,5.4,3.2,F,Y
Aug,4,2,3,20,ES,35,5.1,3.8,F,Y
Aug,1,1,1,20,ES,40,4.5,3.4,F,Y
Aug,1,2,1,1,ES,40,4.8,3.4,F,Y
Aug,4,1,3,20,ES,40,4.9,3.4,F,Y
Aug,1,1,1,19,ES,40,5.2,3.4,F,Y
Aug,4,1,3,12,ES,40,5.2,3.4,F,Y
Aug,1,1,3,12,ES,40,5.6,3.4,F,Y
Aug,1,2,1,1,ES,40,5.2,3.5,F,Y
Aug,1,2,1,1,ES,40,5.1,3.6,F,Y
Aug,4,2,3,19,ES,40,4.8,3.7,F,Y
Aug,5,2,2,6,ES,40,4.5,3.8,F,Y
Aug,4,2,2,12,ES,40,5,3.8,F,Y
Aug,3,2,1,7,ES,40,5.5,3.9,F,Y
Aug,2,1,3,19,ES,45,5.6,3.6,F,Y
Aug,5,2,2,7,ES,45,4.8,3.7,F,Y
Aug,5,1,2,4,ES,45,5.4,3.7,F,Y
Aug,1,2,1,1,ES,45,5,3.8,F,Y
Aug,1,2,2,18,ES,50,4.8,3.5,F,Y
Aug,1,2,2,8,ES,50,5.1,3.6,F,Y
Aug,1,1,2,12,ES,50,5.3,3.7,F,Y
Aug,3,2,1,10,ES,50,5.8,3.7,F,Y
Aug,1,2,1,11,ES,50,5.3,3.8,F,Y
Aug,2,2,1,14,ES,50,5.5,3.8,F,Y
Aug,5,2,2,5,ES,50,5.5,3.8,F,Y
Aug,2,2,2,10,ES,50,5.6,3.8,F,Y
Aug,3,2,2,10,ES,50,5.1,3.9,F,Y
Aug,4,2,2,19,ES,50,5.6,4.1,F,Y
Aug,1,2,3,1,ES,50,6,4.3,F,Y
Aug,1,2,1,2,ES,25,4.4,2.8,F,N
Aug,3,2,3,13,PS,5,5.1,2.4,M,N
Aug,1,1,1,8,PS,10,5,2.6,M,N
Aug,1,1,2,4,PS,15,5.8,2.5,M,N
Aug,1,1,1,3,PS,15,5.5,2.7,M,N
Aug,1,1,1,8,PS,15,6.5,2.8,M,N
Aug,1,1,2,4,PS,15,6.8,2.8,M,N
Aug,1,1,2,4,PS,15,5.8,2.9,M,N
Aug,1,1,1,6,PS,15,6.3,3,M,N
Aug,1,1,3,7,PS,15,6.8,3,M,N
Aug,2,1,3,6,PS,15,6.5,3.2,M,N
Aug,1,1,1,8,PS,20,6.8,2.8,M,N
Aug,3,1,3,7,PS,20,3.4,3,M,N
Aug,1,1,1,2,PS,20,4.1,3,M,N
Aug,1,1,1,8,PS,20,6.1,3.1,M,N
Aug,1,1,1,13,PS,20,6.7,3.1,M,N
Aug,2,1,3,7,PS,20,7.5,3.2,M,N
Aug,1,1,1,5,PS,20,6.8,3.4,M,N
Aug,2,1,3,7,PS,25,6.5,3.1,M,N
Aug,1,1,1,8,PS,30,7.2,3.7,M,N
Aug,1,1,1,5,PS,40,8.9,3.8,M,N
Aug,2,1,3,7,PS,50,9.6,4.1,M,N
Aug,3,1,3,5,SCS,170,9.2,8.2,F,N
Aug,5,2,2,17,SCS,100,7.5,5,M,N
Aug,5,1,1,19,SCS,320,11.2,7.3,M,N
Aug,1,2,3,17,TC,5,3,2.2,F,N
Aug,3,1,2,12,TC,5,3.2,2.2,F,N
Aug,4,1,3,14,TC,5,3.2,2.4,F,N
Aug,5,1,1,19,TC,5,3.2,2.4,F,N
Aug,3,1,1,15,TC,5,3.4,2.4,F,N
Aug,1,1,2,8,TC,5,3.6,2.4,F,N
Aug,3,1,3,18,TC,5,3.4,2.5,F,N
Aug,3,2,3,9,TC,5,3.6,2.5,F,N
Aug,4,1,1,2,TC,5,3.9,2.5,F,N
Aug,5,2,3,11,TC,5,3.9,2.5,F,N
Aug,1,1,1,20,TC,5,4.1,2.5,F,N
Aug,3,1,1,15,TC,5,3.7,2.6,F,N
Aug,5,1,1,13,TC,5,3.8,2.6,F,N
Aug,1,1,1,12,TC,5,3.8,2.7,F,N
Aug,5,1,2,17,TC,10,3,2.5,F,N
Aug,4,1,3,4,TC,10,3.9,2.5,F,N
Aug,2,2,3,14,TC,10,2.9,2.6,F,N
Aug,4,1,2,10,TC,10,3.4,2.6,F,N
Aug,4,1,3,8,TC,10,3.4,2.6,F,N
Aug,5,1,3,6,TC,10,3.8,2.6,F,N
Aug,4,2,3,9,TC,10,3.8,2.7,F,N
Aug,3,1,3,7,TC,10,3.9,2.7,F,N
Aug,1,2,1,8,TC,10,4.4,2.7,F,N
Aug,3,1,3,18,TC,10,3.8,2.8,F,N
Aug,4,1,2,3,TC,10,3.9,2.8,F,N
Aug,4,1,3,10,TC,10,4,2.8,F,N
Aug,5,2,3,12,TC,10,4,2.8,F,N
Aug,4,2,2,14,TC,10,3.9,2.9,F,N
Aug,3,1,1,15,TC,10,4.5,2.9,F,N
Aug,3,2,3,16,TC,10,4.9,2.9,F,N
Aug,4,2,3,8,TC,10,3.8,3,F,N
Aug,3,2,2,19,TC,10,4.2,3,F,N
Aug,1,2,1,7,TC,10,4.8,3,F,N
Aug,1,2,1,19,TC,10,4.8,3,F,N
Aug,3,2,2,18,TC,10,4.6,3.1,F,N
Aug,5,2,1,20,TC,10,4.5,3.2,F,N
Aug,2,2,3,12,TC,10,4.6,3.2,F,N
Aug,3,2,2,20,TC,10,4.8,3.2,F,N
Aug,5,2,2,18,TC,10,4.6,3.4,F,N
Aug,3,2,2,18,TC,10,5.1,3.4,F,N
Aug,2,2,3,17,TC,15,4.4,2.5,F,N
Aug,5,1,3,7,TC,15,3.7,2.6,F,N
Aug,5,2,3,11,TC,15,4.7,2.6,F,N
Aug,5,1,1,16,TC,15,3.9,2.8,F,N
Aug,1,2,2,4,TC,15,4.5,2.8,F,N
Aug,2,2,1,3,TC,15,4.6,2.8,F,N
Aug,3,2,3,12,TC,15,4.6,2.9,F,N
Aug,5,1,3,2,TC,15,3.9,3,F,N
Aug,4,2,2,2,TC,15,4,3,F,N
Aug,4,1,2,9,TC,15,4.2,3,F,N
Aug,3,1,2,2,TC,15,4.3,3,F,N
Aug,4,2,3,17,TC,15,4.4,3,F,N
Aug,3,2,1,9,TC,15,4.6,3,F,N
Aug,1,2,2,1,TC,15,4,3.1,F,N
Aug,4,2,3,16,TC,15,4.3,3.1,F,N
Aug,5,1,1,11,TC,15,4.4,3.1,F,N
Aug,5,2,3,11,TC,15,4.6,3.1,F,N
Aug,1,2,2,2,TC,15,4.7,3.1,F,N
Aug,1,2,3,8,TC,15,4.2,3.2,F,N
Aug,5,2,3,8,TC,15,4.4,3.2,F,N
Aug,4,2,3,17,TC,15,4.9,3.4,F,N
Aug,2,2,3,17,TC,15,5.3,3.4,F,N
Aug,1,2,3,6,TC,15,5,3.5,F,N
Aug,5,1,3,9,TC,20,4.1,2.7,F,N
Aug,4,1,3,3,TC,20,4.4,2.7,F,N
Aug,5,2,2,16,TC,20,3.8,2.9,F,N
Aug,3,2,1,15,TC,20,3.8,3,F,N
Aug,3,2,2,6,TC,20,3.9,3,F,N
Aug,1,2,2,6,TC,20,4.2,3,F,N
Aug,1,2,2,18,TC,20,4.2,3,F,N
Aug,5,2,2,7,TC,20,4.3,3,F,N
Aug,3,1,2,7,TC,20,4.4,3,F,N
Aug,3,2,1,15,TC,20,4.5,3,F,N
Aug,3,1,2,12,TC,20,4.2,3.1,F,N
Aug,5,2,2,11,TC,20,4.2,3.1,F,N
Aug,1,1,3,8,TC,20,4.4,3.1,F,N
Aug,3,2,2,19,TC,20,4.4,3.1,F,N
Aug,5,1,2,12,TC,20,4.4,3.1,F,N
Aug,4,2,3,10,TC,20,4.8,3.1,F,N
Aug,1,1,1,11,TC,20,4.1,3.2,F,N
Aug,2,2,3,6,TC,20,4.1,3.2,F,N
Aug,5,1,3,13,TC,20,4.3,3.2,F,N
Aug,1,2,2,7,TC,20,4.5,3.2,F,N
Aug,1,2,3,3,TC,20,4.6,3.2,F,N
Aug,5,2,3,14,TC,20,4.6,3.2,F,N
Aug,5,1,1,17,TC,20,4.7,3.2,F,N
