Month,Batch,Distance,No,Length,Width
May,2,130,65,0.7,1.2
May,2,130,66,0.7,0.7
May,2,130,67,1,1
May,2,130,68,1.2,0.5
May,2,130,69,0.8,0.3
May,2,130,70,0.8,1
May,2,130,71,0.3,0.9
May,2,130,72,1.2,0.7
May,2,130,73,0.4,0.7
May,2,130,74,0.2,0.5
May,2,130,75,0.4,0.4
May,2,130,76,0.5,0.6
May,2,130,77,1,0.2
May,2,130,78,0.3,0.5
May,2,130,79,0.5,1.2
May,2,130,80,0.4,0.7
May,3,40,1,1.2,2
May,3,40,2,1,1.5
May,3,40,3,1.4,1.9
May,3,100,1,0.7,1
May,3,100,2,0.6,1.1
May,3,100,3,0.5,1
May,3,100,4,0.6,0.8
May,3,100,5,0.7,1
May,3,100,6,0.5,0.8
May,3,100,7,0.7,1
May,3,100,8,1,1.2
May,3,100,9,0.7,1
May,3,100,10,0.8,1
May,3,100,11,1,1.2
May,3,100,12,0.8,1.2
May,3,100,13,0.9,1.2
May,3,100,14,1,1.5
May,3,100,15,0.9,1.2
May,3,100,16,1.1,1.2
May,3,100,17,0.5,1
May,3,100,18,0.9,1.4
May,3,100,19,0.7,1
May,3,100,20,1.1,1.2
May,3,100,21,0.7,1.1
May,3,100,22,0.7,1
May,3,100,23,1,1.2
May,3,100,24,0.8,1.1
May,3,100,25,1,1.5
May,3,130,1,0.7,1
May,3,130,2,0.6,0.4
May,3,130,3,0.5,0.7
May,3,130,4,0.5,1
May,3,130,5,0.7,1.1
May,3,130,6,0.7,1
May,3,130,7,0.5,0.7
May,3,130,8,0.8,1
May,3,130,9,1,1.4
May,3,130,10,0.9,1.4
May,3,130,11,0.8,1.1
May,3,130,12,0.7,0.8
May,3,130,13,0.6,0.4
May,3,130,14,0.7,0.9
May,3,130,15,0.6,0.9
May,3,130,16,0.5,0.8
May,3,130,17,0.5,0.7
May,3,130,18,0.6,0.8
May,3,130,19,0.9,1
May,3,130,20,0.7,0.9
May,3,130,21,0.7,1
May,3,130,22,0.9,1.1
May,3,130,23,0.5,0.8
May,3,130,24,0.9,1
May,3,130,25,0.9,1.1
May,3,130,26,1,1.2
May,3,130,27,0.5,1
May,3,130,28,0.8,1
May,3,130,29,0.5,0.7
May,3,130,30,0.5,0.9
May,3,130,31,0.5,0.8
May,3,130,32,0.5,1
May,3,130,33,0.9,1
May,3,130,34,0.5,1.2
May,3,130,35,0.7,1.1
May,3,130,36,0.6,0.9
May,3,130,37,0.7,1.2
May,3,130,38,0.7,0.9
May,3,130,39,0.7,0.9
May,3,130,40,1,1.2
May,3,130,41,1.2,1.5
May,3,130,42,1,1.2
May,3,130,43,0.5,1.1
May,3,130,44,0.7,1
May,3,130,45,1.1,1.4
May,3,130,46,0.6,0.9
May,3,130,47,0.7,1
May,3,130,48,0.5,0.8
May,3,130,49,0.9,1.2
May,3,130,50,0.6,1
May,3,130,51,0.5,0.9
May,3,130,52,1,1.2
May,3,130,53,0.5,0.8
May,3,130,54,0.5,1
May,3,130,55,0.5,1.1
May,3,130,56,0.8,1
May,3,130,57,0.5,1.5
May,3,130,58,0.7,1
May,3,130,59,0.5,1.3
May,3,130,60,1,1.2
May,3,130,61,0.8,1.1
May,3,130,62,0.9,1.1
May,3,130,63,0.7,1
May,3,130,64,0.6,0.9
May,3,130,65,1,1.3
May,3,130,66,0.5,1.1
May,3,130,67,0.9,1.1
May,3,130,68,0.5,1
May,3,130,69,0.5,0.8
May,4,10,1,0.5,0.6
May,4,40,1,1,1.5
May,4,40,2,0.7,0.5
May,4,40,3,0.5,0.9
May,4,40,4,0.5,0.6
May,4,40,5,0.7,1
May,4,70,1,1.5,2
May,4,70,2,1.7,1.5
May,4,70,3,1.2,1.5
May,4,70,4,1,2
May,4,70,5,1.5,2
May,4,70,6,0.5,1
May,4,100,1,0.6,1
May,4,100,2,0.5,0.8
May,4,100,3,0.4,0.5
May,4,100,4,0.7,0.5
May,4,100,5,0.7,0.5
May,4,100,6,0.7,0.5
May,4,100,7,0.8,0.5
May,4,100,8,1.2,0.4
May,4,100,9,0.6,0.5
May,4,100,10,0.8,0.3
May,4,100,11,0.7,0.6
May,4,100,12,0.8,0.5
May,4,100,13,1,0.5
May,4,100,14,1,0.4
May,4,100,15,0.8,0.4
May,4,100,16,0.8,0.7
May,4,100,17,0.5,0.8
May,4,100,18,0.4,1
May,4,100,19,0.2,0.5
May,4,100,20,0.5,0.6
May,4,100,21,0.5,0.8
May,4,100,22,0.7,1
May,4,100,23,0.5,0.6
May,4,100,24,0.5,0.7
May,4,100,25,1,0.5
May,4,100,26,0.9,0.4
May,4,100,27,0.7,0.7
May,4,100,28,0.2,0.5
May,4,100,29,0.5,0.7
May,4,100,30,0.7,0.4
May,4,100,31,0.7,0.9
May,4,100,32,0.5,0.7
May,4,100,33,0.5,1
May,4,100,34,0.5,0.9
May,4,100,35,0.5,0.7
May,4,130,1,0.5,0.9
May,4,130,2,1,1
May,4,130,3,0.6,0.9
May,4,130,4,0.6,0.5
May,4,130,5,0.8,0.2
May,4,130,6,0.7,0.5
May,4,130,7,0.7,0.7
May,4,130,8,1,0.4
May,4,130,9,0.5,0.7
May,4,130,10,0.5,1
May,4,130,11,0.6,0.8
May,4,130,12,1,0.4
May,4,130,13,0.5,0.7
May,4,130,14,0.6,0.5
May,4,130,15,0.7,0.5
May,4,130,16,0.7,0.7
May,4,130,17,0.5,0.8
May,4,130,18,0.8,1
May,4,130,19,0.5,0.9
May,4,130,20,1,0.4
May,4,130,21,1,0.4
May,4,130,22,0.8,1.1
May,4,130,23,1,0.6
May,4,130,24,0.7,0.5
May,4,130,25,0.9,0.8
May,4,130,26,0.3,0.6
May,4,130,27,1,0.4
May,4,130,28,0.6,0.3
May,4,130,29,0.5,0.9
May,4,130,30,0.6,0.3
May,4,130,31,0.5,1
May,4,130,32,1,1
May,4,130,33,0.3,0.4
May,4,130,34,0.5,0.5
May,4,130,35,0.7,0.4
May,4,130,36,0.5,0.4
May,4,130,37,0.7,0.5
May,4,130,38,0.8,1
May,4,130,39,0.5,0.8
May,4,130,40,1.1,1
May,4,130,41,0.3,0.6
May,4,130,42,0.6,0.7
May,4,130,43,1,1
May,4,130,44,0.5,0.7
May,4,130,45,0.5,0.6
May,4,130,46,0.5,0.8
May,4,130,47,0.3,0.6
May,4,130,48,0.4,0.8
May,4,130,49,0.4,0.8
May,4,130,50,0.3,0.7
May,4,130,51,0.7,0.7
May,4,130,52,0.2,0.7
May,4,130,53,0.5,0.5
May,5,40,1,1.2,2
May,5,70,1,1.2,2.5
May,5,100,1,1.1,1.4
May,5,100,2,1,1.4
May,5,100,3,0.7,1
May,5,100,4,0.8,1
May,5,100,5,0.7,0.9
May,5,100,6,0.7,1
May,5,100,7,0.6,0.8
May,5,100,8,1,1.5
May,5,100,9,1.1,1.8
May,5,100,10,1,1.4
May,5,100,11,0.9,1.1
May,5,100,12,1,1.7
May,5,100,13,0.9,1
May,5,100,14,0.5,0.9
May,5,100,15,0.5,0.7
May,5,100,16,0.5,1
May,5,100,17,0.7,0.9
May,5,100,18,1,1.5
May,5,100,19,1,1.4
May,5,100,20,0.6,0.9
May,5,100,21,0.5,0.9
May,5,100,22,0.7,0.9
May,5,130,1,0.9,1
May,5,130,2,0.9,1.1
May,5,130,3,0.5,0.7
May,5,130,4,0.9,1
May,5,130,5,0.9,1.1
May,5,130,6,0.7,0.9
May,5,130,7,1,1.1
May,5,130,8,0.7,1.2
May,5,130,9,0.5,1
May,5,130,10,0.7,1
May,5,130,11,0.7,1
May,5,130,12,1,1.4
May,5,130,13,0.7,1.3
May,5,130,14,0.7,1
May,5,130,15,0.8,1
May,5,130,16,0.7,1
May,5,130,17,0.8,1
May,5,130,18,1,1.1
May,5,130,19,0.5,0.8
May,5,130,20,0.6,1.2
May,5,130,21,0.9,1
May,5,130,22,0.7,1.2
May,5,130,23,0.5,0.7
May,5,130,24,0.5,0.7
May,5,130,25,0.5,0.9
May,5,130,26,0.7,1
May,5,130,27,0.7,0.9
May,5,130,28,0.8,1
May,5,130,29,0.6,0.9
May,5,130,30,0.7,1.2
May,6,100,1,0.8,1
May,6,100,2,0.5,0.9
May,6,100,3,0.4,0.7
May,6,100,4,0.6,1.2
May,6,100,5,0.6,0.8
May,6,100,6,1.5,0.8
May,6,100,7,0.7,0.9
May,6,100,8,0.7,0.9
May,6,100,9,0.8,1
May,6,100,10,0.6,1
May,6,100,11,0.7,1.1
May,6,100,12,1.2,1.3
May,6,100,13,0.5,1
May,6,100,14,0.5,0.7
May,6,100,15,0.7,0.9
May,6,100,16,0.5,0.8
May,6,100,17,0.9,0.9
May,6,100,18,0.1,1.5
May,6,100,19,0.9,1.1
May,6,100,20,0.5,0.8
May,6,100,21,1.1,1.4
May,6,100,22,0.6,1
May,6,100,23,0.9,0.5
May,6,100,24,1.7,1.2
May,6,130,1,1.1,1.4
May,6,130,2,0.8,1.1
May,6,130,3,0.9,1.1
May,6,130,4,0.6,1
May,6,130,5,0.5,0.9
May,6,130,6,0.5,0.7
May,6,130,7,0.7,0.8
May,6,130,8,0.6,1
May,6,130,9,0.7,0.9
May,6,130,10,0.6,0.9
May,6,130,11,0.5,0.9
May,6,130,12,0.7,0.9
May,6,130,13,0.6,0.9
May,6,130,14,0.8,1
May,6,130,15,1.1,1.4
May,6,130,16,1.2,1.4
May,6,130,17,0.6,0.9
May,6,130,18,0.7,1
May,6,130,19,0.5,0.7
May,6,130,20,0.6,1.1
May,6,130,21,0.5,0.9
May,6,130,22,0.7,0.9
May,6,130,23,0.5,0.8
May,6,130,24,0.5,0.8
May,6,130,25,0.5,0.8
May,6,130,26,0.7,0.9
May,6,130,27,0.7,1.1
May,6,130,28,0.5,0.8
May,6,130,29,0.5,0.9
May,6,130,30,0.5,0.7
May,6,130,31,0.4,0.7
May,6,130,32,0.5,0.8
May,6,130,33,0.7,1
May,6,130,34,0.7,1
May,6,130,35,0.5,1
May,6,130,36,1,1.4
May,6,130,37,0.7,0.9
May,6,130,38,0.7,0.9
May,6,130,39,0.5,0.8
May,6,130,40,0.5,1
May,6,130,41,0.6,0.9
May,6,130,42,0.5,0.8
May,6,130,43,0.5,0.7
May,6,130,44,0.6,0.9
May,6,130,45,0.6,0.9
May,6,130,46,0.5,1
May,6,130,47,0.7,0.9
May,6,130,48,0.5,0.7
May,6,130,49,0.7,1
May,6,130,50,0.6,1
May,6,130,51,0.7,1
May,6,130,52,0.7,1
May,6,130,53,1.1,1.5
May,6,130,54,1,0.5
May,6,130,55,0.5,0.8
May,6,130,56,0.9,1.2
May,6,130,57,0.5,0.7
May,6,130,58,0.8,1
May,6,130,59,0.5,0.8
May,6,130,60,1.1,1.5
May,7,70,1,0.5,0.9
May,7,70,2,0.1,1
May,7,100,1,0.5,0.7
May,7,100,2,0.6,1
May,7,100,3,0.8,1.1
May,7,100,4,0.7,1
May,7,100,5,0.5,0.6
May,7,100,6,0.6,1
May,7,100,7,0.4,0.7
May,7,100,8,0.6,1.1
May,7,100,9,0.6,1
May,7,100,10,1.5,1.9
May,7,100,11,0.5,1.2
May,7,100,12,0.5,0.8
May,7,100,13,0.4,0.5
May,7,130,1,0.5,0.9
May,7,130,2,0.7,1
May,7,130,3,0.7,1
May,7,130,4,0.2,0.7
May,7,130,5,0.2,0.7
May,7,130,6,0.5,0.9
May,7,130,7,0.5,0.5
May,7,130,8,0.7,0.2
May,7,130,9,0.4,0.4
May,7,130,10,0.7,0.2
May,7,130,11,0.5,0.5
May,7,130,12,0.2,0.7
May,7,130,13,0.5,0.7
May,7,130,14,0.5,0.9
May,7,130,15,0.7,1
May,7,130,16,0.6,0.6
May,7,130,17,0.7,0.5
May,7,130,18,0.2,0.6
May,7,130,19,0.8,0.4
May,7,130,20,0.2,0.4
May,7,130,21,0.5,1
May,7,130,22,1.2,0.7
May,7,130,23,0.8,0.9
May,7,130,24,0.2,0.5
May,7,130,25,0.5,0.7
May,7,130,26,0.5,1.2
May,7,130,27,0.7,0.5
May,7,130,28,0.6,0.7
May,7,130,29,0.4,0.7
May,7,130,30,1,1.2
May,7,130,31,0.7,0.8
May,7,130,32,1,0.5
May,7,130,33,0.4,0.7
May,7,130,34,0.2,0.5
May,7,130,35,0.5,0.7
May,7,130,36,1.1,0.7
May,7,130,37,0.6,0.9
May,7,130,38,0.8,0.8
May,7,130,39,0.4,0.7
May,7,130,40,1,1.2
May,7,130,41,0.6,0.8
May,7,130,42,0.6,0.9
May,7,130,43,0.5,0.7
May,7,130,44,0.4,0.7
May,7,130,45,0.4,0.7
May,7,130,46,0.5,0.7
May,7,130,47,0.5,0.9
May,7,130,48,0.4,1.1
May,7,130,49,0.4,0.5
May,7,130,50,1,0.6
May,7,130,51,0.7,0.4
May,7,130,52,0.5,0.4
May,7,130,53,0.7,0.4
May,7,130,54,0.9,0.7
May,7,130,55,1,0.5
May,7,130,56,1,0.4
May,7,130,57,0.7,0.4
May,7,130,58,0.9,0.5
May,7,130,59,0.5,0.7
May,7,130,60,0.9,1
May,7,130,61,0.6,0.7
May,7,130,62,0.7,0.9
May,7,130,63,0.5,0.9
May,7,130,64,0.1,0.6
May,7,130,65,0.5,0.8
May,7,130,66,0.4,0.3
May,7,130,67,0.6,0.3
May,7,130,68,0.7,0.7
May,7,130,69,0.8,0.5
May,7,130,70,0.5,0.4
May,7,130,71,0.2,0.5
May,7,130,72,0.4,0.7
May,7,130,73,0.4,0.7
May,7,130,74,0.2,0.5
May,7,130,75,0.2,0.6
May,7,130,76,0.3,0.6
May,7,130,77,0.2,0.4
May,7,130,78,0.2,0.5
May,7,130,79,0.4,0.7
May,7,130,80,0.4,0.5
May,7,130,81,0.5,0.7
May,7,130,82,0.4,0.6
May,7,130,83,0.6,0.7
May,7,130,84,0.9,0.3
May,7,130,85,0.7,0.5
May,8,40,1,1.5,2.5
May,8,100,1,0.6,1
May,8,100,2,0.8,0.9
May,8,100,3,1,1.2
May,8,100,4,1.2,1.5
May,8,100,5,0.7,1.5
May,8,100,6,0.8,1
May,8,100,7,0.7,1.1
May,8,100,8,0.6,1
May,8,100,9,0.5,0.7
May,8,100,10,1,1.1
May,8,100,11,0.9,1.2
May,8,100,12,5,0.8
May,8,100,13,0.7,1.1
May,8,100,14,0.8,1
May,8,100,15,0.7,1.1
May,8,100,16,0.5,0.8
May,8,100,17,0.5,0.8
May,8,100,18,0.6,0.7
May,8,100,19,0.5,0.7
May,8,100,20,0.7,1
May,8,100,21,0.7,1
May,8,100,22,0.7,1.5
May,8,100,23,0.9,1.1
May,8,100,24,0.7,1.1
May,8,100,25,1,1.2
May,8,100,26,0.8,1
May,8,100,27,1.1,1.5
May,8,100,28,0.5,0.7
May,8,100,29,0.5,0.8
May,8,100,30,1,1.2
May,8,100,31,1,1.1
May,8,100,32,0.5,0.9
May,8,100,33,0.9,0.1
May,8,100,34,0.7,1
May,8,100,35,0.6,1
May,8,100,36,0.5,0.9
May,8,100,37,0.7,1.1
May,8,100,38,0.6,1
May,8,100,39,0.8,1.2
May,8,100,40,0.8,1.5
May,8,100,41,0.5,0.7
May,8,100,42,0.8,1.2
May,8,100,43,0.5,0.9
May,8,100,44,0.7,1
May,8,100,45,1,1.5
May,8,100,46,0.5,0.9
May,8,100,47,0.7,1
May,8,100,48,0.7,1.1
May,8,100,49,0.7,1
May,8,130,1,0.6,0.8
May,8,130,2,0.8,1.4
May,8,130,3,0.7,0.9
May,8,130,4,0.5,0.7
May,8,130,5,0.8,1.1
May,8,130,6,0.7,0.9
May,8,130,7,0.5,0.8
May,8,130,8,0.5,1.2
May,8,130,9,0.5,0.7
May,8,130,10,0.8,1.1
May,8,130,11,0.5,0.9
May,8,130,12,0.6,1
May,8,130,13,0.7,0.8
May,8,130,14,0.7,0.9
May,8,130,15,0.7,1
May,8,130,16,0.5,0.6
May,8,130,17,0.5,1.1
May,8,130,18,0.5,0.6
May,8,130,19,0.7,0.9
May,8,130,20,0.5,0.8
May,8,130,21,0.5,0.9
May,8,130,22,1,1.2
May,8,130,23,0.5,0.7
May,8,130,24,0.5,0.8
May,8,130,25,0.5,0.6
May,8,130,26,0.7,0.9
May,8,130,27,0.5,1.1
May,8,130,28,0.5,1.2
May,8,130,29,0.6,0.9
May,8,130,30,0.5,0.8
May,8,130,31,0.7,1.4
May,8,130,32,0.6,1
May,8,130,33,0.7,1.1
May,8,130,34,0.8,1.1
May,8,130,35,0.7,1
May,8,130,36,0.5,0.9
May,8,130,37,0.5,0.4
May,8,130,38,0.5,0.8
May,8,130,39,0.5,0.7
May,8,130,40,1,1.1
May,8,130,41,0.8,1.1
May,8,130,42,0.7,1
May,8,130,43,0.5,0.7
May,8,130,44,0.7,0.9
May,8,130,45,0.6,0.8
May,8,130,46,0.7,1
May,8,130,47,0.7,1.1
May,8,130,48,1,1.1
May,8,130,49,0.7,0.8
May,8,130,50,0.5,1.1
May,8,130,51,0.7,1.1
May,8,130,52,0.7,0.9
May,8,130,53,0.5,1
May,8,130,54,0.7,1.2
May,8,130,55,0.6,1.1
May,8,130,56,0.7,1.1
May,9,10,1,0.5,1
May,9,10,2,0.5,0.5
May,9,10,3,0.2,0.5
May,9,40,1,0.8,1.2
May,9,40,2,0.8,1.7
May,9,70,1,1,1.3
May,9,70,2,0.3,0.7
May,9,70,3,0.4,0.7
May,9,70,4,0.5,0.7
May,9,70,5,0.3,0.5
May,9,100,1,0.7,1
May,9,100,2,0.5,0.8
May,9,100,3,1,0.9
May,9,100,4,1,1.1
May,9,100,5,1.5,0.5
May,9,100,6,1,0.5
May,9,100,7,1.2,0.5
May,9,100,8,1,0.2
May,9,100,9,1,1
May,9,100,10,0.7,0.7
May,9,100,11,0.7,0.7
May,9,100,12,1.2,1
May,9,100,13,0.8,1
May,9,100,14,0.5,0.9
May,9,100,15,1.2,0.5
May,9,100,16,0.8,1.7
May,9,100,17,0.5,0.9
May,9,100,18,0.5,0.8
May,9,100,19,1,0.5
May,9,100,20,0.9,0.5
May,9,100,21,1,0.5
May,9,100,22,0.7,1
May,9,100,23,0.4,0.5
May,9,100,24,0.4,0.5
May,9,100,25,0.9,0.9
May,9,100,26,0.2,0.3
May,9,100,27,0.6,0.7
May,9,100,28,1,0.4
May,9,100,29,0.6,0.8
May,9,100,30,1,0.4
May,9,100,31,0.8,0.6
May,9,100,32,0.8,0.8
May,9,100,33,1.5,0.5
May,9,100,34,0.7,0.8
May,9,100,35,0.3,0.5
May,9,100,36,0.3,0.5
May,9,100,37,1,1
May,9,100,38,0.5,0.9
May,9,100,39,0.5,0.7
May,9,100,40,0.5,1
May,9,100,41,0.8,0.9
May,9,100,42,0.2,0.5
May,9,100,43,0.7,0.6
May,9,100,44,0.2,0.5
May,9,100,45,0.2,0.4
May,9,100,46,0.7,0.9
May,9,130,1,0.9,1
May,9,130,2,0.4,0.5
May,9,130,3,0.4,0.8
May,9,130,4,0.6,1
May,9,130,5,0.6,0.5
May,9,130,6,0.6,0.5
May,9,130,7,0.6,0.7
May,9,130,8,1.2,0.5
May,9,130,9,0.7,0.4
May,9,130,10,0.6,0.5
May,9,130,11,0.8,0.7
May,9,130,12,1.2,0.6
May,9,130,13,0.8,0.5
May,9,130,14,0.1,0.2
May,9,130,15,0.2,0.3
May,9,130,16,0.4,1
May,9,130,17,0.7,0.5
May,9,130,18,0.9,0.4
May,9,130,19,0.4,0.4
May,9,130,20,0.7,0.2
May,9,130,21,0.6,0.2
May,9,130,22,0.5,0.4
May,9,130,23,0.4,0.5
May,9,130,24,0.4,0.8
May,9,130,25,0.4,0.5
May,9,130,26,0.4,0.3
May,9,130,27,0.4,0.5
May,9,130,28,1,0.5
May,9,130,29,0.9,0.5
May,9,130,30,0.9,0.3
May,9,130,31,0.5,0.4
May,9,130,32,0.7,0.3
May,9,130,33,0.7,0.5
May,9,130,34,0.8,0.6
May,9,130,35,1,0.6
May,9,130,36,1,0.4
May,9,130,37,0.6,0.5
May,9,130,38,1,0.3
May,9,130,39,0.6,0.5
May,9,130,40,0.7,0.5
May,9,130,41,0.7,0.4
May,9,130,42,0.7,0.3
May,9,130,43,0.8,0.4
May,9,130,44,0.6,0.7
May,9,130,45,0.8,0.7
May,9,130,46,0.7,0.8
May,9,130,47,0.6,0.8
May,9,130,48,0.5,0.2
May,9,130,49,0.7,0.7
May,9,130,50,0.3,0.4
May,9,130,51,0.7,1
May,10,40,1,1,1.7
May,10,40,2,0.3,0.7
May,10,40,3,0.2,1
May,10,40,4,0.8,1.3
May,10,40,5,0.6,0.9
May,10,70,1,0.7,0.8
May,10,70,2,0.5,0.7
May,10,70,3,0.5,0.8
May,10,70,4,0.4,0.6
May,10,100,1,1,1.2
May,10,100,2,0.3,0.5
May,10,100,3,0.5,0.7
May,10,100,4,0.4,0.6
May,10,100,5,0.5,0.8
May,10,100,6,0.7,1
May,10,100,7,0.6,0.9
May,10,100,8,0.5,0.6
May,10,100,9,0.7,0.9
May,10,100,10,0.9,1.2
May,10,100,11,0.5,0.6
May,10,100,12,0.5,0.7
May,10,100,13,0.2,0.5
May,10,100,14,0.6,1
May,10,100,15,0.8,1.2
May,10,100,16,0.5,0.6
May,10,100,17,0.5,0.8
May,10,100,18,0.5,0.7
May,10,100,19,0.6,0.7
May,10,100,20,0.4,0.7
May,10,100,21,0.5,0.7
May,10,100,22,0.3,0.7
May,10,100,23,0.2,0.5
May,10,100,24,0.3,0.5
May,10,100,25,0.3,0.5
May,10,100,26,0.3,0.6
May,10,100,27,0.3,1
May,10,100,28,0.5,0.7
May,10,100,29,0.4,0.6
May,10,100,30,0.4,0.6
May,10,100,31,0.5,0.5
May,10,100,32,0.5,0.8
May,10,100,33,0.2,0.2
May,10,100,34,0.3,0.5
May,10,100,35,0.4,0.6
May,10,100,36,0.8,0.5
May,10,100,37,0.7,0.6
May,10,100,38,0.8,0.3
May,10,100,39,0.6,0.5
May,10,100,40,0.7,0.5
May,10,100,41,0.7,0.7
May,10,100,42,1,0.7
May,10,100,43,0.9,0.8
May,10,100,44,1.2,0.5
May,10,100,45,0.4,1
May,10,100,46,1.3,0.3
May,10,100,47,0.5,0.5
May,10,100,48,0.6,0.5
May,10,100,49,0.9,0.2
May,10,100,50,0.2,0.6
May,10,100,51,0.2,0.6
May,10,100,52,0.5,1
May,10,130,1,0.5,0.7
May,10,130,2,0.3,0.5
May,10,130,3,1,0.5
May,10,130,4,0.7,0.5
May,10,130,5,0.6,0.4
May,10,130,6,0.6,0.2
May,10,130,7,0.2,0.5
May,10,130,8,0.2,0.5
May,10,130,9,0.2,0.5
May,10,130,10,0.2,0.5
May,10,130,11,0.6,0.7
May,10,130,12,0.5,1
May,10,130,13,0.5,0.7
May,10,130,14,0.5,0.7
May,10,130,15,0.6,0.8
May,10,130,16,0.5,0.2
May,10,130,17,0.5,0.8
May,10,130,18,0.7,0.8
May,10,130,19,0.5,0.4
May,10,130,20,0.9,0.7
May,10,130,21,0.3,0.6
May,10,130,22,0.7,0.3
May,10,130,23,0.7,0.5
May,10,130,24,0.8,0.4
May,10,130,25,0.3,0.6
May,10,130,26,0.9,0.7
May,10,130,27,0.4,0.7
May,10,130,28,0.4,0.8
May,10,130,29,0.2,0.5
May,10,130,30,0.5,0.7
May,10,130,31,0.4,0.7
May,10,130,32,3,0.7
May,10,130,33,0.3,0.5
May,10,130,34,0.4,0.6
May,10,130,35,0.4,0.5
May,10,130,36,0.7,0.8
May,10,130,37,0.4,0.6
May,10,130,38,0.4,0.5
May,10,130,39,0.3,0.6
May,10,130,40,0.3,0.5
May,10,130,41,0.5,0.9
May,10,130,42,0.5,1
May,10,130,43,4,0.9
May,10,130,44,0.7,1
May,10,130,45,1,0.5
May,10,130,46,0.9,0.5
May,10,130,47,0.7,0.6
May,10,130,48,1,0.2
May,10,130,49,0.4,0.6
May,10,130,50,0.5,0.9
May,10,130,51,0.9,1
May,10,130,52,0.5,0.8
May,10,130,53,0.6,0.9
May,10,130,54,0.9,0.4
May,10,130,55,0.8,0.4
May,10,130,56,0.6,0.5
May,10,130,57,0.4,0.5
May,10,130,58,0.2,0.4
May,10,130,59,0.5,0.7
May,10,130,60,0.7,0.7
May,10,130,61,0.2,0.5
May,10,130,62,0.5,1
May,11,40,1,1.5,2.5
May,11,40,2,2.5,2.5
May,11,100,1,0.8,1
May,11,100,2,0.7,1.1
May,11,100,3,0.5,0.7
May,11,100,4,1.1,0.5
May,11,100,5,0.7,1.1
May,11,100,6,0.5,0.9
May,11,100,7,0.7,1
May,11,100,8,0.5,0.7
May,11,100,9,0.6,1
May,11,100,10,0.7,1
May,11,100,11,0.8,1.5
May,11,100,12,0.6,1.1
May,11,100,13,0.7,1.2
May,11,100,14,0.7,1.1
May,11,100,15,0.8,1.3
May,11,100,16,0.5,0.8
May,11,100,17,0.5,0.7
May,11,100,18,0.5,0.7
May,11,100,19,0.6,0.8
May,11,100,20,0.5,0.8
May,11,100,21,0.8,1
May,11,100,22,0.7,1
May,11,100,23,0.9,1.1
May,11,100,24,0.7,1
May,11,100,25,0.5,0.7
May,11,100,26,0.5,1.1
May,11,100,27,0.7,1
May,11,100,28,1,1.1
May,11,100,29,1,1.2
May,11,100,30,1.5,1.1
May,11,130,1,1,1.1
May,11,130,2,0.6,1
May,11,130,3,0.9,1.1
May,11,130,4,0.5,1
May,11,130,5,0.5,0.8
May,11,130,6,0.5,0.8
May,11,130,7,1,1.1
May,11,130,8,0.5,0.7
May,11,130,9,0.5,1
May,11,130,10,0.5,0.9
May,11,130,11,0.5,0.7
May,11,130,12,0.7,0.9
May,11,130,13,0.5,0.8
May,11,130,14,0.5,0.9
May,11,130,15,0.7,0.9
May,11,130,16,0.7,1
May,11,130,17,0.5,0.7
May,11,130,18,0.4,0.3
May,11,130,19,0.9,1.2
May,11,130,20,0.5,0.6
May,11,130,21,0.8,1.1
May,11,130,22,0.5,0.8
May,11,130,23,0.5,1.1
May,11,130,24,0.5,0.8
May,11,130,25,0.5,1
May,11,130,26,0.5,0.8
May,11,130,27,0.7,0.8
May,11,130,28,0.5,0.9
May,11,130,29,0.5,0.8
May,11,130,30,0.5,1
May,11,130,31,0.7,1
May,11,130,32,0.5,1.1
May,11,130,33,0.5,0.8
May,11,130,34,0.6,0.9
May,11,130,35,0.7,1.3
May,11,130,36,0.9,1.5
May,11,130,37,0.8,1
May,11,130,38,0.5,1
May,11,130,39,0.4,0.8
May,11,130,40,0.8,0.5
May,11,130,41,0.9,1.1
May,11,130,42,0.8,1.2
May,11,130,43,0.5,0.8
May,11,130,44,0.7,0.9
May,11,130,45,0.8,1
May,11,130,46,0.6,0.8
May,11,130,47,0.6,0.9
May,11,130,48,0.5,0.7
May,11,130,49,0.5,0.8
May,11,130,50,0.7,0.9
May,11,130,51,0.5,0.8
May,11,130,52,0.7,0.9
May,11,130,53,0.5,0.7
May,11,130,54,0.8,0.6
May,11,130,55,0.7,0.9
May,11,130,56,0.5,1.8
May,11,130,57,0.7,1
May,12,40,1,1.1,2
May,12,40,2,1.2,2.4
May,12,40,3,1.5,1.7
May,12,70,1,1.5,2.7
May,12,100,1,0.7,1.4
May,12,100,2,0.9,1
May,12,100,3,0.8,1.5
May,12,100,4,0.9,1.1
May,12,100,5,0.7,0.8
May,12,100,6,1,1.1
May,12,100,7,0.5,0.9
May,12,100,8,0.7,0.39
May,12,100,9,0.8,1
May,12,100,10,0.7,1
May,12,100,11,0.8,0.9
May,12,100,12,0.5,1.7
May,12,100,13,0.9,0.9
May,12,100,14,0.7,1
May,12,100,15,0.9,1.1
May,12,100,16,1.1,1
May,12,100,17,1.2,1.2
May,12,100,18,1.5,0.7
May,12,100,19,1,0.8
May,12,100,20,1.5,0.7
May,12,100,21,1,0.7
May,12,100,22,1.2,0.5
May,12,100,23,0.8,0.7
May,12,100,24,0.8,0.5
